,wm_yr_wk,state_id,store_id,sell_price,sales
114,11112,1,TX_1,2.952835820895523,108
115,11112,1,TX_2,2.8841095890410964,236
116,11112,1,TX_3,3.009154929577463,141
117,11112,2,WI_1,2.8917808219178083,111
118,11112,2,WI_2,3.031285714285713,88
119,11112,2,WI_3,2.932361111111111,159
120,11113,0,CA_1,2.826575342465754,134
121,11113,0,CA_2,2.8938028169014087,137
122,11113,0,CA_3,2.9476388888888887,187
123,11113,0,CA_4,2.941521739130434,44
124,11113,1,TX_1,2.960298507462687,111
125,11113,1,TX_2,2.8841095890410964,214
126,11113,1,TX_3,3.009154929577463,150
127,11113,2,WI_1,2.8917808219178083,119
128,11113,2,WI_2,3.031285714285713,91
129,11113,2,WI_3,2.9123287671232876,166
130,11114,0,CA_1,2.882567567567568,145
131,11114,0,CA_2,2.8938028169014087,157
132,11114,0,CA_3,2.9545833333333333,220
133,11114,0,CA_4,2.9632608695652167,33
134,11114,1,TX_1,2.960298507462687,150
135,11114,1,TX_2,2.8841095890410964,272
136,11114,1,TX_3,3.009154929577463,228
137,11114,2,WI_1,2.8917808219178083,150
138,11114,2,WI_2,3.0092957746478857,123
139,11114,2,WI_3,2.8995945945945945,147
140,11115,0,CA_1,2.882567567567568,142
141,11115,0,CA_2,2.8938028169014087,132
142,11115,0,CA_3,2.9191780821917805,201
143,11115,0,CA_4,2.9632608695652167,50
144,11115,1,TX_1,2.960298507462687,126
145,11115,1,TX_2,2.8841095890410964,260
146,11115,1,TX_3,3.009154929577463,144
147,11115,2,WI_1,2.8917808219178083,147
148,11115,2,WI_2,3.0092957746478857,60
149,11115,2,WI_3,2.8995945945945945,162
150,11116,0,CA_1,2.873783783783784,151
151,11116,0,CA_2,2.8573611111111115,172
152,11116,0,CA_3,2.8798630136986305,224
153,11116,0,CA_4,2.9545652173913037,36
154,11116,1,TX_1,2.8935820895522393,140
155,11116,1,TX_2,2.862876712328767,196
156,11116,1,TX_3,3.009154929577463,207
157,11116,2,WI_1,2.830958904109589,119
158,11116,2,WI_2,2.9885915492957733,70
159,11116,2,WI_3,2.892837837837838,120
160,11117,0,CA_1,2.8264864864864867,184
161,11117,0,CA_2,2.81,189
162,11117,0,CA_3,2.8487671232876712,229
163,11117,0,CA_4,2.9023913043478258,36
164,11117,1,TX_1,2.915522388059702,104
165,11117,1,TX_2,2.8286301369863014,173
166,11117,1,TX_3,2.9476056338028163,149
167,11117,2,WI_1,2.821780821917808,98
168,11117,2,WI_2,2.9016901408450697,76
169,11117,2,WI_3,2.833243243243243,137
170,11118,0,CA_1,2.8264864864864867,198
171,11118,0,CA_2,2.81,143
172,11118,0,CA_3,2.8460273972602743,206
173,11118,0,CA_4,2.858913043478261,40
174,11118,1,TX_1,2.915522388059702,145
175,11118,1,TX_2,2.8286301369863014,162
176,11118,1,TX_3,2.9081690140845073,140
177,11118,2,WI_1,2.8153424657534245,103
178,11118,2,WI_2,2.8819718309859157,65
179,11118,2,WI_3,2.833243243243243,135
180,11119,0,CA_1,2.825135135135135,141
181,11119,0,CA_2,2.7863888888888884,143
182,11119,0,CA_3,2.8460273972602743,217
183,11119,0,CA_4,2.8545652173913036,36
184,11119,1,TX_1,2.915522388059702,102
185,11119,1,TX_2,2.8286301369863014,134
186,11119,1,TX_3,2.8715492957746482,139
187,11119,2,WI_1,2.8190410958904106,102
188,11119,2,WI_2,2.8530555555555552,83
189,11119,2,WI_3,2.821081081081081,157
190,11120,0,CA_1,2.825135135135135,151
191,11120,0,CA_2,2.7863888888888884,135
192,11120,0,CA_3,2.838082191780822,166
193,11120,0,CA_4,2.8545652173913036,17
194,11120,1,TX_1,2.915522388059702,89
195,11120,1,TX_2,2.8286301369863014,167
196,11120,1,TX_3,2.8687323943661975,95
197,11120,2,WI_1,2.8190410958904106,91
198,11120,2,WI_2,2.8336111111111113,67
199,11120,2,WI_3,2.8097333333333334,127
200,11121,0,CA_1,2.825135135135135,133
201,11121,0,CA_2,2.7863888888888884,117
202,11121,0,CA_3,2.8460273972602743,164
203,11121,0,CA_4,2.8508695652173905,20
204,11121,1,TX_1,2.901617647058824,112
205,11121,1,TX_2,2.8057333333333334,125
206,11121,1,TX_3,2.8578873239436624,193
207,11121,2,WI_1,2.8121917808219177,89
208,11121,2,WI_2,2.8264864864864863,82
209,11121,2,WI_3,2.8097333333333334,145
210,11122,0,CA_1,2.8137333333333334,140
211,11122,0,CA_2,2.7752054794520546,105
212,11122,0,CA_3,2.8460273972602743,157
213,11122,0,CA_4,2.8508695652173905,25
214,11122,1,TX_1,2.876521739130435,95
215,11122,1,TX_2,2.805066666666667,190
216,11122,1,TX_3,2.852253521126761,127
217,11122,2,WI_1,2.7984931506849313,120
218,11122,2,WI_2,2.823783783783784,62
219,11122,2,WI_3,2.8097333333333334,101
220,11123,0,CA_1,2.8137333333333334,119
221,11123,0,CA_2,2.804864864864865,138
222,11123,0,CA_3,2.8460273972602743,177
223,11123,0,CA_4,2.8321276595744673,31
224,11123,1,TX_1,2.876521739130435,97
225,11123,1,TX_2,2.805066666666667,164
226,11123,1,TX_3,2.8484722222222225,151
227,11123,2,WI_1,2.8053424657534247,68
228,11123,2,WI_2,2.823783783783784,85
229,11123,2,WI_3,2.8097333333333334,103
230,11124,0,CA_1,2.8137333333333334,123
231,11124,0,CA_2,2.804864864864865,143
232,11124,0,CA_3,2.8460273972602743,164
233,11124,0,CA_4,2.8321276595744673,43
234,11124,1,TX_1,2.8492857142857146,96
235,11124,1,TX_2,2.805066666666667,151
236,11124,1,TX_3,2.8223287671232877,136
237,11124,2,WI_1,2.8053424657534247,114
238,11124,2,WI_2,2.8210810810810814,79
239,11124,2,WI_3,2.8070666666666666,102
240,11125,0,CA_1,2.8070666666666666,90
241,11125,0,CA_2,2.804864864864865,126
242,11125,0,CA_3,2.8460273972602743,157
243,11125,0,CA_4,2.8321276595744673,26
244,11125,1,TX_1,2.8492857142857146,128
245,11125,1,TX_2,2.805066666666667,178
246,11125,1,TX_3,2.831081081081081,186
247,11125,2,WI_1,2.8053424657534247,84
248,11125,2,WI_2,2.7963999999999998,87
249,11125,2,WI_3,2.8070666666666666,153
250,11126,0,CA_1,2.8070666666666666,108
251,11126,0,CA_2,2.804864864864865,144
252,11126,0,CA_3,2.8460273972602743,146
253,11126,0,CA_4,2.8321276595744673,17
254,11126,1,TX_1,2.8492857142857146,68
255,11126,1,TX_2,2.805066666666667,162
256,11126,1,TX_3,2.831081081081081,124
257,11126,2,WI_1,2.8121917808219177,106
258,11126,2,WI_2,2.8097333333333334,88
259,11126,2,WI_3,2.8070666666666666,97
260,11127,0,CA_1,2.8070666666666666,114
261,11127,0,CA_2,2.804864864864865,132
262,11127,0,CA_3,2.8341891891891895,148
263,11127,0,CA_4,2.8427659574468076,31
264,11127,1,TX_1,2.8492857142857146,79
265,11127,1,TX_2,2.811066666666667,211
266,11127,1,TX_3,2.831081081081081,138
267,11127,2,WI_1,2.8121917808219177,93
268,11127,2,WI_2,2.8070666666666666,63
269,11127,2,WI_3,2.8137333333333334,136
270,11128,0,CA_1,2.8070666666666666,117
271,11128,0,CA_2,2.8116216216216214,134
272,11128,0,CA_3,2.8341891891891895,169
273,11128,0,CA_4,2.8427659574468076,28
274,11128,1,TX_1,2.8492857142857146,80
275,11128,1,TX_2,2.811066666666667,188
276,11128,1,TX_3,2.845,157
277,11128,2,WI_1,2.8121917808219177,118
278,11128,2,WI_2,2.8070666666666666,77
279,11128,2,WI_3,2.8137333333333334,89
280,11129,0,CA_1,2.8070666666666666,99
281,11129,0,CA_2,2.8116216216216214,157
282,11129,0,CA_3,2.8341891891891895,177
283,11129,0,CA_4,2.8427659574468076,22
284,11129,1,TX_1,2.8564285714285718,94
285,11129,1,TX_2,2.811066666666667,181
286,11129,1,TX_3,2.845,146
287,11129,2,WI_1,2.8121917808219177,91
288,11129,2,WI_2,2.8137333333333334,67
289,11129,2,WI_3,2.8137333333333334,153
290,11130,0,CA_1,2.8070666666666666,78
291,11130,0,CA_2,2.8116216216216214,118
292,11130,0,CA_3,2.840945945945946,148
293,11130,0,CA_4,2.8427659574468076,60
294,11130,1,TX_1,2.8564285714285718,104
295,11130,1,TX_2,2.789473684210526,225
296,11130,1,TX_3,2.845,155
297,11130,2,WI_1,2.827837837837838,80
298,11130,2,WI_2,2.8137333333333334,97
299,11130,2,WI_3,2.7541333333333333,81
300,11131,0,CA_1,2.8070666666666666,72
301,11131,0,CA_2,2.8137333333333334,156
302,11131,0,CA_3,2.840945945945946,104
303,11131,0,CA_4,2.8427659574468076,38
304,11131,1,TX_1,2.9002816901408455,96
305,11131,1,TX_2,2.789473684210526,194
306,11131,1,TX_3,2.8517567567567568,124
307,11131,2,WI_1,2.827837837837838,60
308,11131,2,WI_2,2.8137333333333334,73
309,11131,2,WI_3,2.8137333333333334,83
310,11132,0,CA_1,2.8137333333333334,101
311,11132,0,CA_2,2.8137333333333334,144
312,11132,0,CA_3,2.840945945945946,137
313,11132,0,CA_4,2.8427659574468076,27
314,11132,1,TX_1,2.9002816901408455,66
315,11132,1,TX_2,2.789473684210526,184
316,11132,1,TX_3,2.8517567567567568,140
317,11132,2,WI_1,2.8164,54
318,11132,2,WI_2,2.811066666666667,78
319,11132,2,WI_3,2.8137333333333334,116
320,11133,0,CA_1,2.8137333333333334,73
321,11133,0,CA_2,2.8137333333333334,118
322,11133,0,CA_3,2.840945945945946,152
323,11133,0,CA_4,2.8427659574468076,23
324,11133,1,TX_1,2.9002816901408455,57
325,11133,1,TX_2,2.789473684210526,257
326,11133,1,TX_3,2.8517567567567568,152
327,11133,2,WI_1,2.8164,83
328,11133,2,WI_2,2.811066666666667,72
329,11133,2,WI_3,2.8137333333333334,125
330,11134,0,CA_1,2.8137333333333334,56
331,11134,0,CA_2,2.8137333333333334,132
332,11134,0,CA_3,2.840945945945946,138
333,11134,0,CA_4,2.8427659574468076,36
334,11134,1,TX_1,2.9002816901408455,75
335,11134,1,TX_2,2.789473684210526,225
336,11134,1,TX_3,2.8517567567567568,224
337,11134,2,WI_1,2.8137333333333334,74
338,11134,2,WI_2,2.811066666666667,70
339,11134,2,WI_3,2.8137333333333334,124
340,11135,0,CA_1,2.8137333333333334,85
341,11135,0,CA_2,2.8137333333333334,143
342,11135,0,CA_3,2.8513513513513518,165
343,11135,0,CA_4,2.8427659574468076,35
344,11135,1,TX_1,2.8873611111111113,80
345,11135,1,TX_2,2.801447368421053,233
346,11135,1,TX_3,2.8517567567567568,182
347,11135,2,WI_1,2.8240000000000003,58
348,11135,2,WI_2,2.811066666666667,82
349,11135,2,WI_3,2.8137333333333334,135
350,11136,0,CA_1,2.8258666666666667,128
351,11136,0,CA_2,2.8137333333333334,196
352,11136,0,CA_3,2.8513513513513518,205
353,11136,0,CA_4,2.8591489361702123,39
354,11136,1,TX_1,2.9106944444444447,132
355,11136,1,TX_2,2.778684210526316,239
356,11136,1,TX_3,2.8744594594594597,190
357,11136,2,WI_1,2.8240000000000003,98
358,11136,2,WI_2,2.833466666666667,99
359,11136,2,WI_3,2.8361333333333336,118
360,11137,0,CA_1,2.8361333333333336,168
361,11137,0,CA_2,2.8137333333333334,169
362,11137,0,CA_3,2.8513513513513518,206
363,11137,0,CA_4,2.8785106382978713,38
364,11137,1,TX_1,2.8735616438356164,123
365,11137,1,TX_2,2.811578947368421,331
366,11137,1,TX_3,2.8744594594594597,251
367,11137,2,WI_1,2.8361333333333336,140
368,11137,2,WI_2,2.833466666666667,112
369,11137,2,WI_3,2.8361333333333336,128
370,11138,0,CA_1,2.8428,157
371,11138,0,CA_2,2.8092105263157894,144
372,11138,0,CA_3,2.8529333333333335,229
373,11138,0,CA_4,2.8804166666666657,40
374,11138,1,TX_1,2.8428,191
375,11138,1,TX_2,2.818157894736842,455
376,11138,1,TX_3,2.8812162162162163,214
377,11138,2,WI_1,2.8378947368421055,105
378,11138,2,WI_2,2.8401333333333336,144
379,11138,2,WI_3,2.8378947368421055,167
380,11139,0,CA_1,2.8247368421052634,167
381,11139,0,CA_2,2.8378947368421055,317
382,11139,0,CA_3,2.865066666666667,265
383,11139,0,CA_4,2.8804166666666657,61
384,11139,1,TX_1,2.8378947368421055,198
385,11139,1,TX_2,2.818157894736842,380
386,11139,1,TX_3,2.8757333333333333,277
387,11139,2,WI_1,2.8378947368421055,148
388,11139,2,WI_2,2.835263157894737,232
389,11139,2,WI_3,2.8378947368421055,214
390,11140,0,CA_1,2.8247368421052634,100
391,11140,0,CA_2,2.8378947368421055,212
392,11140,0,CA_3,2.865066666666667,237
393,11140,0,CA_4,2.8804166666666657,67
394,11140,1,TX_1,2.8378947368421055,182
395,11140,1,TX_2,2.818157894736842,251
396,11140,1,TX_3,2.8688000000000002,200
397,11140,2,WI_1,2.8378947368421055,125
398,11140,2,WI_2,2.835263157894737,108
399,11140,2,WI_3,2.835263157894737,170
400,11141,0,CA_1,2.8378947368421055,71
401,11141,0,CA_2,2.8378947368421055,149
402,11141,0,CA_3,2.865066666666667,186
403,11141,0,CA_4,2.8539999999999996,48
404,11141,1,TX_1,2.8378947368421055,130
405,11141,1,TX_2,2.818157894736842,297
406,11141,1,TX_3,2.869066666666667,225
407,11141,2,WI_1,2.8378947368421055,147
408,11141,2,WI_2,2.835263157894737,71
409,11141,2,WI_3,2.835263157894737,169
410,11142,0,CA_1,2.8378947368421055,86
411,11142,0,CA_2,2.8378947368421055,183
412,11142,0,CA_3,2.865066666666667,165
413,11142,0,CA_4,2.801960784313725,50
414,11142,1,TX_1,2.8378947368421055,129
415,11142,1,TX_2,2.818157894736842,381
416,11142,1,TX_3,2.869066666666667,221
417,11142,2,WI_1,2.8378947368421055,119
418,11142,2,WI_2,2.835263157894737,106
419,11142,2,WI_3,2.835263157894737,135
420,11143,0,CA_1,2.8378947368421055,119
421,11143,0,CA_2,2.8378947368421055,114
422,11143,0,CA_3,2.865066666666667,172
423,11143,0,CA_4,2.9141818181818175,57
424,11143,1,TX_1,2.8378947368421055,95
425,11143,1,TX_2,2.818157894736842,225
426,11143,1,TX_3,2.869066666666667,142
427,11143,2,WI_1,2.8378947368421055,100
428,11143,2,WI_2,2.835263157894737,96
429,11143,2,WI_3,2.835263157894737,184
430,11144,0,CA_1,2.8378947368421055,142
431,11144,0,CA_2,2.8378947368421055,159
432,11144,0,CA_3,2.865066666666667,237
433,11144,0,CA_4,2.9256896551724134,110
434,11144,1,TX_1,2.8378947368421055,115
435,11144,1,TX_2,2.818157894736842,291
436,11144,1,TX_3,2.869066666666667,254
437,11144,2,WI_1,2.8378947368421055,122
438,11144,2,WI_2,2.835263157894737,110
439,11144,2,WI_3,2.835263157894737,121
440,11145,0,CA_1,2.8378947368421055,307
441,11145,0,CA_2,2.8378947368421055,215
442,11145,0,CA_3,2.865066666666667,375
443,11145,0,CA_4,2.9349152542372874,59
444,11145,1,TX_1,2.8378947368421055,121
445,11145,1,TX_2,2.8051315789473685,407
446,11145,1,TX_3,2.869066666666667,251
447,11145,2,WI_1,2.8378947368421055,158
448,11145,2,WI_2,2.835263157894737,118
449,11145,2,WI_3,2.8378947368421055,195
450,11146,0,CA_1,2.8378947368421055,157
451,11146,0,CA_2,2.8378947368421055,211
452,11146,0,CA_3,2.8772,226
453,11146,0,CA_4,2.9438333333333326,82
454,11146,1,TX_1,2.8498684210526317,144
455,11146,1,TX_2,2.8301315789473684,382
456,11146,1,TX_3,2.869066666666667,240
457,11146,2,WI_1,2.8498684210526317,182
458,11146,2,WI_2,2.835263157894737,124
459,11146,2,WI_3,2.8498684210526317,200
460,11147,0,CA_1,2.8498684210526317,141
461,11147,0,CA_2,2.8378947368421055,140
462,11147,0,CA_3,2.8772,193
463,11147,0,CA_4,2.9360655737704913,55
464,11147,1,TX_1,2.8498684210526317,99
465,11147,1,TX_2,2.8301315789473684,213
466,11147,1,TX_3,2.8812,100
467,11147,2,WI_1,2.8498684210526317,153
468,11147,2,WI_2,2.8472368421052634,103
469,11147,2,WI_3,2.8498684210526317,192
470,11148,0,CA_1,2.8498684210526317,56
471,11148,0,CA_2,2.8378947368421055,91
472,11148,0,CA_3,2.8772,79
473,11148,0,CA_4,2.9509836065573762,22
474,11148,1,TX_1,2.8498684210526317,46
475,11148,1,TX_2,2.8301315789473684,102
476,11148,1,TX_3,2.8812,90
477,11148,2,WI_1,2.8498684210526317,37
478,11148,2,WI_2,2.8472368421052634,51
479,11148,2,WI_3,2.8498684210526317,88
480,11149,0,CA_1,2.8498684210526317,57
481,11149,0,CA_2,2.8498684210526317,105
482,11149,0,CA_3,2.8852,129
483,11149,0,CA_4,2.959180327868852,23
484,11149,1,TX_1,2.853815789473684,58
485,11149,1,TX_2,2.8254545454545457,95
486,11149,1,TX_3,2.885866666666667,94
487,11149,2,WI_1,2.8498684210526317,48
488,11149,2,WI_2,2.853815789473684,79
489,11149,2,WI_3,2.8498684210526317,60
490,11150,0,CA_1,2.8525,104
491,11150,0,CA_2,2.8498684210526317,186
492,11150,0,CA_3,2.8898666666666677,158
493,11150,0,CA_4,2.959180327868852,50
494,11150,1,TX_1,2.8577631578947367,70
495,11150,1,TX_2,2.835844155844156,205
496,11150,1,TX_3,2.8538666666666668,92
497,11150,2,WI_1,2.8564473684210525,41
498,11150,2,WI_2,2.8577631578947367,34
499,11150,2,WI_3,2.8498684210526317,67
500,11151,0,CA_1,2.857763157894737,113
501,11151,0,CA_2,2.8636842105263165,117
502,11151,0,CA_3,2.8938666666666677,146
503,11151,0,CA_4,2.9690163934426224,43
504,11151,1,TX_1,2.878684210526316,73
505,11151,1,TX_2,2.8442857142857148,146
506,11151,1,TX_3,2.8938666666666673,133
507,11151,2,WI_1,2.86171052631579,57
508,11151,2,WI_2,2.865657894736843,69
509,11151,2,WI_3,2.8498684210526317,113
510,11152,0,CA_1,2.8727631578947372,88
511,11152,0,CA_2,2.866315789473685,129
512,11152,0,CA_3,2.9110666666666676,184
513,11152,0,CA_4,2.9424615384615387,76
514,11152,1,TX_1,2.829342105263158,105
515,11152,1,TX_2,2.8584415584415592,212
516,11152,1,TX_3,2.913733333333334,211
517,11152,2,WI_1,2.878684210526316,114
518,11152,2,WI_2,2.8623684210526323,81
519,11152,2,WI_3,2.858421052631579,145
520,11201,0,CA_1,2.8727631578947372,167
521,11201,0,CA_2,2.8832894736842114,238
522,11201,0,CA_3,2.9110666666666676,233
523,11201,0,CA_4,2.9214492753623196,62
524,11201,1,TX_1,2.829342105263158,164
525,11201,1,TX_2,2.8584415584415592,301
526,11201,1,TX_3,2.913733333333334,276
527,11201,2,WI_1,2.878684210526316,129
528,11201,2,WI_2,2.880000000000001,94
529,11201,2,WI_3,2.8832894736842114,347
530,11202,0,CA_1,2.8727631578947372,141
531,11202,0,CA_2,2.8832894736842114,187
532,11202,0,CA_3,2.9110666666666676,235
533,11202,0,CA_4,2.911126760563381,58
534,11202,1,TX_1,2.830657894736843,131
535,11202,1,TX_2,2.8584415584415592,278
536,11202,1,TX_3,2.910400000000001,181
537,11202,2,WI_1,2.878684210526316,130
538,11202,2,WI_2,2.880000000000001,122
539,11202,2,WI_3,2.8832894736842114,172
540,11203,0,CA_1,2.87671052631579,158
541,11203,0,CA_2,2.8832894736842114,168
542,11203,0,CA_3,2.9110666666666676,282
543,11203,0,CA_4,2.9146478873239445,88
544,11203,1,TX_1,2.8832894736842114,129
545,11203,1,TX_2,2.8584415584415592,221
546,11203,1,TX_3,2.9150666666666676,192
547,11203,2,WI_1,2.8832894736842114,144
548,11203,2,WI_2,2.8832894736842114,110
549,11203,2,WI_3,2.8832894736842114,110
550,11204,0,CA_1,2.8793421052631585,106
551,11204,0,CA_2,2.8832894736842114,153
552,11204,0,CA_3,2.9110666666666676,192
553,11204,0,CA_4,2.9146478873239445,45
554,11204,1,TX_1,2.880000000000001,117
555,11204,1,TX_2,2.8584415584415592,190
556,11204,1,TX_3,2.9150666666666676,188
557,11204,2,WI_1,2.8832894736842114,100
558,11204,2,WI_2,2.8832894736842114,76
559,11204,2,WI_3,2.8832894736842114,146
560,11205,0,CA_1,2.8793421052631585,129
561,11205,0,CA_2,2.8832894736842114,184
562,11205,0,CA_3,2.9110666666666676,241
563,11205,0,CA_4,2.903972602739727,77
564,11205,1,TX_1,2.8832894736842114,86
565,11205,1,TX_2,2.855584415584416,318
566,11205,1,TX_3,2.9150666666666676,199
567,11205,2,WI_1,2.8832894736842114,132
568,11205,2,WI_2,2.8832894736842114,89
569,11205,2,WI_3,2.8832894736842114,169
570,11206,0,CA_1,2.8793421052631585,144
571,11206,0,CA_2,2.8832894736842114,179
572,11206,0,CA_3,2.904666666666668,223
573,11206,0,CA_4,2.903972602739727,56
574,11206,1,TX_1,2.887236842105264,58
575,11206,1,TX_2,2.862337662337663,194
576,11206,1,TX_3,2.9150666666666676,181
577,11206,2,WI_1,2.8832894736842114,120
578,11206,2,WI_2,2.887236842105264,107
579,11206,2,WI_3,2.8832894736842114,170
580,11207,0,CA_1,2.8832894736842114,221
581,11207,0,CA_2,2.8832894736842114,159
582,11207,0,CA_3,2.908666666666668,226
583,11207,0,CA_4,2.903972602739727,74
584,11207,1,TX_1,2.887236842105264,80
585,11207,1,TX_2,2.862337662337663,210
586,11207,1,TX_3,2.919066666666668,129
587,11207,2,WI_1,2.887236842105264,120
588,11207,2,WI_2,2.887236842105264,77
589,11207,2,WI_3,2.887236842105264,120
590,11208,0,CA_1,2.8840789473684216,153
591,11208,0,CA_2,2.887236842105264,229
592,11208,0,CA_3,2.908666666666668,204
593,11208,0,CA_4,2.904794520547946,58
594,11208,1,TX_1,2.8876315789473694,69
595,11208,1,TX_2,2.8627272727272737,200
596,11208,1,TX_3,2.919466666666668,150
597,11208,2,WI_1,2.8884210526315797,124
598,11208,2,WI_2,2.8880263157894746,67
599,11208,2,WI_3,2.8880263157894746,86
600,11209,0,CA_1,2.8844736842105276,139
601,11209,0,CA_2,2.8884210526315797,170
602,11209,0,CA_3,2.915866666666668,272
603,11209,0,CA_4,2.904794520547946,85
604,11209,1,TX_1,2.8876315789473694,93
605,11209,1,TX_2,2.8635064935064944,180
606,11209,1,TX_3,2.9229333333333343,157
607,11209,2,WI_1,2.8884210526315797,110
608,11209,2,WI_2,2.8880263157894746,106
609,11209,2,WI_3,2.8884210526315797,175
610,11210,0,CA_1,2.828311688311689,129
611,11210,0,CA_2,2.8884210526315797,151
612,11210,0,CA_3,2.915866666666668,274
613,11210,0,CA_4,2.904794520547946,67
614,11210,1,TX_1,2.8876315789473694,72
615,11210,1,TX_2,2.8520512820512827,187
616,11210,1,TX_3,2.9198666666666675,178
617,11210,2,WI_1,2.8884210526315797,108
